Title,Description,Type,Status,Priority,Assignee,Reporter,Due Date,Estimate,Labels,Sprint,Epic,Project,Attachments,Comments,Parent ID,Dependencies,Created At,Updated At,Skills Required
"Implement AI Trade Evaluation Logic Node","Create an `EvaluateTradeOffer` BT node. This is a critical piece of logic that takes an incoming trade proposal and returns an accept/decline decision. The evaluation must be heavily influenced by the AI's difficulty setting and strategic goals (e.g., completing its own monopolies vs. blocking others).","Development","Backlog","Critical","ai-dev@project.com","pm@project.com","",16.7,"ai,behavior-tree","Sprint 4","Artificial Intelligence Opponent","Monopoly Tycoon",,"","EPIC-AI-LOGIC","TASK-AI-001,TASK-CORE-044","2024-01-01 09:00","2024-01-01 09:00","C#,Game AI"
"Implement AI Trade Proposal Logic Node","Create a `ProposeTrade` BT node. This action will scan the game state to identify potential trades that would benefit the AI (e.g., acquiring the last property for a monopoly) and construct a trade proposal to send to another player (human or AI).","Development","Backlog","Critical","ai-dev@project.com","pm@project.com","",14.3,"ai,behavior-tree","Sprint 4","Artificial Intelligence Opponent","Monopoly Tycoon",,"","EPIC-AI-LOGIC","TASK-AI-001","2024-01-01 09:00","2024-01-01 09:00","C#,Game AI"
"Assemble and Tune AI Behavior Trees","Construct the full Behavior Trees for each difficulty level by arranging the implemented action nodes with composite and decorator nodes. Populate the `ai_config.json` with initial parameter values for 'Easy', 'Medium', and 'Hard' profiles.","Development","Backlog","Critical","ai-dev@project.com","pm@project.com","",16.7,"ai,behavior-tree,tuning","Sprint 4","Artificial Intelligence Opponent","Monopoly Tycoon",,"","EPIC-AI-LOGIC","TASK-AI-004,TASK-AI-005,TASK-AI-006,TASK-AI-007,TASK-AI-008","2024-01-01 09:00","2024-01-01 09:00","Game AI,Game Design"
"E2E Installer Testing and Signing","Perform comprehensive end-to-end manual testing of the installer on clean Windows 10 and Windows 11 virtual machines. Integrate the code signing certificate into the build process to digitally sign the final installer executable.","Testing","Backlog","Critical","qa@project.com","pm@project.com","",6.3,"installer,e2e-testing,security","Sprint 5","Project Infrastructure & Tooling","Monopoly Tycoon",,"","US-001","TASK-INFRA-002,TASK-INFRA-003","2024-01-01 09:00","2024-01-01 09:00","QA,CI/CD,Inno Setup"
"Implement Global Exception Handler Service","Create a `GlobalExceptionHandler.cs` service. Implement logic to subscribe to `AppDomain.CurrentDomain.UnhandledException` and Unity's `Application.logMessageReceived` for exceptions. This service will be responsible for orchestrating the logging and UI display.","Development","Backlog","Critical","backend@project.com","pm@project.com","",6.3,"error-handling,core-infra","Sprint 5","Project Infrastructure & Tooling","Monopoly Tycoon",,"","US-005","TASK-INFRA-015","2024-01-01 09:00","2024-01-01 09:00","C#,Unity Engine,Error Handling"
"Create Error Dialog UI Prefab","Design and implement a Unity UI prefab for the modal error dialog. It must include text elements for the message, a selectable text field for the Error ID, a selectable text field for the log path, and a 'Close' button.","Development","Backlog","Critical","frontend@project.com","pm@project.com","",5.2,"ui,error-handling","Sprint 5","Project Infrastructure & Tooling","Monopoly Tycoon",,"","US-005",,"2024-01-01 09:00","2024-01-01 09:00","Unity UI,C#"
"Integrate Exception Handler with Logging and UI","Wire the `GlobalExceptionHandler` to the logging service and the new error dialog. Ensure the unique Error ID is passed to both systems for correlation. The full, resolved log path should be passed to the UI. Ensure the log is flushed to disk before the application quits.","Development","Backlog","Critical","backend@project.com","pm@project.com","",6.2,"error-handling,integration","Sprint 5","Project Infrastructure & Tooling","Monopoly Tycoon",,"","US-005","TASK-INFRA-007,TASK-INFRA-008,TASK-INFRA-015","2024-01-01 09:00","2024-01-01 09:00","C#,Unity"
"Implement Clean Uninstallation Logic","Enhance the Inno Setup script to ensure a clean uninstall. This includes removing the installation directory, all shortcuts, and any registry keys created by the installer. Add a check to detect if the game executable is running and block uninstallation if it is.","Development","Backlog","Critical","devops@project.com","pm@project.com","",5.2,"uninstaller,inno-setup","Sprint 5","Project Infrastructure & Tooling","Monopoly Tycoon",,"","US-006","TASK-INFRA-002","2024-01-01 09:00","2024-01-01 09:00","Inno Setup,Pascal Script"
"Implement Conditional Data Deletion in Uninstaller","Using Pascal Script within the Inno Setup `.iss` file, implement the logic for the uninstaller. The script must check for the existence of the `%APPDATA%/MonopolyTycoon` directory. If it exists, display a message box with 'Yes'/'No' options. Based on the user's choice, conditionally delete the directory.","Development","Backlog","High","devops@project.com","pm@project.com","",4.2,"uninstaller,inno-setup,data-management","Sprint 5","Project Infrastructure & Tooling","Monopoly Tycoon",,"","US-007","TASK-INFRA-010","2024-01-01 09:00","2024-01-01 09:00","Inno Setup,Pascal Script"
"E2E Uninstaller Testing","Perform end-to-end manual testing of the uninstallation process on clean Windows 10 and Windows 11 virtual machines. This must cover all scenarios from US-006 and US-007.","Testing","Backlog","Critical","qa@project.com","pm@project.com","",2.7,"uninstaller,e2e-testing","Sprint 5","Project Infrastructure & Tooling","Monopoly Tycoon",,"","US-006","TASK-INFRA-010,TASK-INFRA-012","2024-01-01 09:00","2024-01-01 09:00","QA"
"Develop Version Check Service","Create an `UpdateCheckService.cs`. This service will be responsible for making an asynchronous HTTPS GET request to a predefined URL. It will parse the JSON response, compare the remote version with the application's current version, and handle all network errors and timeouts gracefully.","Development","Backlog","Medium","backend@project.com","pm@project.com","",6.2,"networking,feature","Sprint 5","Project Infrastructure & Tooling","Monopoly Tycoon",,"","US-067",,"2024-01-01 09:00","2024-01-01 09:00","C#,async/await,HTTP,JSON"
"Create Main Menu Update Notification UI","Create a Unity UI prefab for the non-intrusive update notification. This should be a small banner or button with a badge that appears in a corner of the main menu. It will contain text and a clickable element.","Development","Backlog","Medium","frontend@project.com","pm@project.com","",4.2,"ui,feature","Sprint 5","Project Infrastructure & Tooling","Monopoly Tycoon",,"","US-067","TASK-UI-001","2024-01-01 09:00","2024-01-01 09:00","Unity UI,C#"
"Integrate Update Check into Main Menu Startup","In the `MainMenuController`, call the `UpdateCheckService` on startup. Based on the returned result, control the visibility of the update notification UI element.","Development","Backlog","Medium","backend@project.com","pm@project.com","",4.7,"integration,feature","Sprint 5","Project Infrastructure & Tooling","Monopoly Tycoon",,"","US-067","TASK-INFRA-013,TASK-INFRA-014","2024-01-01 09:00","2024-01-01 09:00","C#,Unity"
"Implement SQLite Repository and Schema Setup","Create a `StatisticsRepository.cs`. Implement logic to check for the existence of the database file on startup and create it with the correct schema if it's missing. The schema will include tables for profiles, aggregate statistics, and top scores. Use a library like `Microsoft.Data.Sqlite`.","Development","Backlog","High","backend@project.com","pm@project.com","",9.3,"database,sqlite,persistence","Sprint 5","Game State & Data Persistence","Monopoly Tycoon",,"","EPIC-GSTATE-DB",,"2024-01-01 09:00","2024-01-01 09:00","C#,SQLite,SQL"
"Implement Statistics Update and High Score Logic","In `StatisticsRepository`, implement the method `UpdateStatsFromGameResult`. This method will take a summary of a completed game and perform transactional updates to the database: increment games played, update wins/losses, and update other aggregate stats. It must also check if a win qualifies for the Top 10 list and insert/update it accordingly.","Development","Backlog","High","backend@project.com","pm@project.com","",12,"database,sqlite,game-logic","Sprint 5","Game State & Data Persistence","Monopoly Tycoon",,"","EPIC-GSTATE-DB","TASK-GSTATE-009","2024-01-01 09:00","2024-01-01 09:00","C#,SQLite,SQL"
"Implement Database Backup and Recovery Logic","In `StatisticsRepository`'s initialization logic, implement the backup and recovery mechanism. On startup, check if the DB file has been modified since last backup. If so, create a new backup, and prune old backups to keep only the 3 most recent. Add a try-catch block around the initial DB connection attempt; on failure, attempt to restore from the newest backup.","Development","Backlog","High","backend@project.com","pm@project.com","",10.3,"database,persistence,resilience","Sprint 5","Game State & Data Persistence","Monopoly Tycoon",,"","EPIC-GSTATE-DB","TASK-GSTATE-009","2024-01-01 09:00","2024-01-01 09:00","C#,File I/O,Error Handling"
"Write Initial Suite of Core Logic Unit Tests","Write NUnit tests for foundational, non-MonoBehaviour classes as they are developed. This includes initial tests for `DiceService` randomness, `NetWorthCalculator`, and basic `PlayerState` mutations. This task represents the initial effort to build the test suite and achieve early coverage.","Testing","Backlog","Critical","qa@project.com","pm@project.com","",10.2,"testing,unit-test","Sprint 5","Project Infrastructure & Tooling","Monopoly Tycoon",,"","EPIC-INFRA-SETUP","TASK-INFRA-016,TASK-CORE-005,TASK-CORE-044","2024-01-01 09:00","2024-01-01 09:00","NUnit,C#,TDD"
