story_id,epic,title,user_role,description,priority,story_points,dependencies,acceptance_criteria_1,acceptance_criteria_2,acceptance_criteria_3,technical_tasks,definition_of_done
US-035,EPIC-CORE,"Upgrade a set of 4 houses to a single hotel","Strategic Player","As a strategic player who has developed a monopoly with four houses on each property, I want to purchase a hotel for each of those properties, so that I can charge the maximum possible rent.",Must Have,5,"US-033, US-034, US-052","Given I own a complete monopoly with 4 houses on each property, sufficient cash, and the Bank has hotels, When I initiate the 'Build Hotel' action, Then my cash is reduced, bank hotel count decreases by 1, bank house count increases by 4, and the property visually updates to 1 hotel.","Given I own a monopoly with 4 houses on each property, When I attempt to purchase a hotel but the Bank's supply is exhausted, Then the transaction is blocked and a UI notification informs me of the hotel shortage.","Given I own a monopoly where one property has 4 houses but another has 3, When I select any property in that set, Then the option to build a hotel is disabled, enforcing the 'even building' rule.",WI-CORE-008,"All acceptance criteria validated and passing. Unit tests for the RuleEngine's hotel logic implemented with >70% coverage. Integration testing for the UI-to-GameState flow completed successfully."
US-036,EPIC-CORE,"Notify player of building shortage when attempting to build","Player","As a player trying to develop my properties, I want to receive a clear notification when I am unable to build because the bank has run out of houses or hotels, so that I understand the game state.",Should Have,2,"US-033, US-052","Given I am on the Property Management screen, When I attempt to purchase a house and the bank's supply of houses is 0, Then the purchase is prevented and a notification appears stating 'Cannot build: No houses available in the bank.'","Given the bank's supply of houses is 0, When I view my properties in the Property Management interface, Then the 'Build House' buttons for all eligible properties are visually disabled.","Given the bank's house supply was 0 and build buttons were disabled, When another player sells houses back to the bank, Then on my next turn, the 'Build House' buttons become enabled again.",WI-CORE-008,"All acceptance criteria validated and passing. Integration testing for the UI-to-logic flow is completed successfully. The UI notification and disabled button states are reviewed and approved for clarity."
US-037,EPIC-CORE,"Participate in an auction for the last available buildings","Strategic Player","As a strategic player, I want to participate in an auction for the last available houses or hotels when there's a building shortage, so that I have a fair, rule-compliant chance to acquire these critical assets.",Could Have,13,"US-033, US-034, US-036","Given the Bank has only 2 houses remaining and multiple players wish to build, When my turn begins and I attempt to build, Then a building auction is initiated for the 2 available houses, one at a time.","Given a building auction is active and it is my turn to bid, When the auction UI is presented, Then it must clearly display the item being auctioned (e.g., '1 House'), the current high bid, and allow me to 'Bid' or 'Pass'.","Given the game speed is set to 'Fast' or 'Instant', When a building auction involving me begins, Then the game speed is temporarily set to 'Normal' for the duration of the auction and reverts afterward.",WI-CORE-008,"All acceptance criteria validated and passing. Unit tests for auction logic and AI bidding stubs implemented. Integration testing for the full auction-to-gameresume cycle completed successfully. UI is implemented as specified and reviewed for usability."
US-038,EPIC-CORE,"Mortgage an undeveloped property to get cash","Player","As a player managing my finances, I want to mortgage my undeveloped properties to the Bank, so that I can receive immediate cash to pay debts, fund purchases, or avoid bankruptcy.",Must Have,3,"US-052, US-044","Given I am the active player and own an undeveloped, unmortgaged property, When I select the property and confirm the 'Mortgage' action, Then my cash balance increases by the property's mortgage value and the property becomes visually marked as mortgaged.","Given I own a property with one or more houses on it, When I select the developed property in the Property Management interface, Then the 'Mortgage' option is disabled.","Given I own a mortgaged property, When an opponent's token lands on that property, Then no rent transaction occurs.",WI-CORE-009,"All acceptance criteria validated and passing. Unit tests for the mortgage transaction logic are implemented. Integration testing for the UI-to-GameState flow and rent-collection interaction is completed successfully."
US-039,EPIC-CORE,"Unmortgage a property by paying the principal plus 10% interest","Human Player","As a Human Player managing my assets, I want to pay the bank to unmortgage one of my properties so that I can start collecting rent on it again and enable future development.",Must Have,3,"US-038, US-052","Given I own a mortgaged property 'St. Charles Place' (mortgage value $70), When I confirm the action to unmortgage it for $77, Then exactly $77 is deducted from my cash and the property's status becomes unmortgaged.","Given I own a mortgaged property 'St. Charles Place' (unmortgage cost $77), When I attempt to unmortgage it with only $76 cash, Then the transaction is blocked and the 'Unmortgage' button is disabled.","Given I have successfully unmortgaged 'St. Charles Place', When I save the game, exit, and then load that save file, Then the property is correctly loaded in its unmortgaged state.",WI-CORE-009,"All acceptance criteria validated and passing. The unmortgage action is correctly persisted through a save/load cycle. The action is correctly logged according to auditability requirements."
US-040,EPIC-CORE,"Initiate a trade with an AI opponent during my turn","Human Player","As a human player, I want to open a trading interface, select an AI opponent, and construct a trade offer involving cash, properties, and cards, so that I can strategically negotiate to acquire properties.",Must Have,5,"US-030, US-052, US-053","Given it is my turn during the Pre-Roll Management Phase, When I open the trade interface, select an AI, construct an offer, and click 'Propose Trade', Then the proposal is submitted to the AI's decision-making module for evaluation.","Given I own a property that has houses on it, When I open the trade interface, Then the developed property is not available for selection in the trade UI.","Given I have $500 cash, When I attempt to enter an amount greater than $500 in the cash offer field, Then the UI prevents the input or caps the value at $500, and the 'Propose Trade' button is disabled.",WI-CORE-010,"All acceptance criteria validated and passing. Integration testing confirms the UI correctly reflects game state and sends valid offers to the AI module. The UI is keyboard navigable and scales correctly."
US-041,EPIC-AI,"Respond to a trade offer from an AI opponent","Human Player","As a human player, I want to be presented with a clear, interactive dialog when an AI opponent proposes a trade, so that I can evaluate the deal and decide to accept or decline it.",Must Have,5,"US-053, US-040","Given an AI has initiated a trade proposal, When the system presents the offer to me, Then the game flow is paused, a modal dialog is displayed showing the offered and requested assets, and buttons for 'Accept', 'Decline', and 'Propose Counter-Offer' are present.","Given the trade offer dialog is displayed, When I click the 'Accept' button, Then the system validates the trade, atomically exchanges the assets between me and the AI, and the game flow resumes.","Given the trade offer dialog is displayed, When I click the 'Decline' button, Then the dialog closes, no assets are exchanged, and the game flow resumes.",WI-AI-004,"All acceptance criteria validated and passing. Unit tests for the trade execution logic achieve minimum 70% coverage. The trade dialog UI has been reviewed and approved for clarity and usability."
US-042,EPIC-AI,"Propose a counter-offer to an AI's trade proposal","Strategic Player","As a strategic player negotiating with an AI, I want to respond to their trade proposal with a modified counter-offer, so that I can fine-tune the deal to better suit my strategic goals.",Should Have,5,"US-041, US-053","Given an AI has proposed a trade, When I click the 'Propose Counter-Offer' button, Then the main two-panel trading UI opens, pre-populated with the original offer's assets.","Given I have opened the counter-offer UI and modified the trade, When I submit the counter-offer, Then the AI's evaluation logic is triggered, it responds with accept or decline, a notification is shown, and assets are exchanged only if accepted.","Given I have clicked 'Propose Counter-Offer', When I click the 'Cancel' button within the trading UI, Then the UI closes, the original offer is considered declined, and the game returns to its prior state.",WI-AI-004,"All acceptance criteria validated and passing. Integration testing for the full counter-offer workflow is completed successfully. The UI correctly transitions into an editable state while preserving the initial offer."
US-043,EPIC-AI,"Receive a non-intrusive notification when AI players trade with each other","Human Player","As a human player, I want to see a non-intrusive notification when a trade is completed between two AI opponents, so that I can maintain situational awareness of the game's strategic landscape.",Should Have,2,"US-040, US-010","Given a game is in progress with at least two AI opponents, When 'AI 1' successfully completes a trade with 'AI 2', Then a notification banner appears on screen with a summary (e.g., 'Trade Complete: AI 1 traded 2 properties to AI 2 for $200').","Given an AI-to-AI trade is completed, When the notification is shown, Then the game flow is not interrupted or paused by the notification, and it disappears automatically after a few seconds.","Given 'AI 1' proposes a trade to 'AI 2' and the offer is rejected, When the negotiation fails, Then no trade notification is displayed to the human player.",WI-AI-004,"All acceptance criteria validated and passing. Integration testing confirms the event is correctly handled from AI trade completion to UI display. The notification functions correctly across all game speeds and supported resolutions."
US-044,EPIC-CORE,"Automatically collect rent when an opponent lands on my property","Property Owner","As a property owner, I want the game to automatically calculate and transfer the correct rent from an opponent who lands on my property so that the game rules are enforced fairly.",Must Have,5,"US-016, US-030, US-038, US-033","Given Player A owns 'Baltic Avenue' (unmortgaged, undeveloped), When Player B lands on 'Baltic Avenue', Then the base rent is automatically transferred from Player B to Player A.","Given Player A owns the magenta monopoly (undeveloped, unmortgaged), When Player B lands on 'Virginia Avenue', Then double the base rent is transferred from Player B to Player A.","Given Player A owns 'Indiana Avenue' and it is currently mortgaged, When Player B lands on 'Indiana Avenue', Then no rent is collected.",WI-CORE-003,"All acceptance criteria validated and passing. Unit test coverage for the rent calculation module exceeds 85%. Integration test confirms the flow from landing to cash transfer and HUD update. The trigger for the bankruptcy module is tested."
US-045,EPIC-CORE,"Automatically pay rent when I land on an opponent's property","Player","As a player, I want the game to automatically calculate and process my rent payment when I land on an opponent's property, so that the game flows smoothly and the rules are enforced correctly.",Must Have,5,"US-016, US-030, US-033, US-038, US-047","Given I land on an opponent's property with houses and can afford the rent, When my movement ends, Then my cash is automatically reduced by the correct rent amount, the opponent's cash increases, and a notification confirms the payment.","Given I land on an opponent's mortgaged property, When my movement ends, Then no rent is charged, my cash remains unchanged, and a notification indicates no rent is due.","Given I have insufficient cash to pay the rent, When the payment is triggered, Then the system identifies I cannot pay and initiates the bankruptcy process.",WI-CORE-003,"All acceptance criteria validated and passing. Unit tests for the rent calculation logic cover all property types and rule variations. Integration testing confirms the correct interaction between movement, rent payment, UI updates, and the bankruptcy trigger."
US-046,EPIC-CORE,"See a victory screen when I am the last player remaining","Human Player","As a human player who has won the game, I want to be presented with a distinct and celebratory victory screen, so that my achievement is acknowledged and I feel a sense of accomplishment.",Must Have,5,"US-011, US-047, US-048, US-064","Given a game is in progress, When the last AI opponent is declared bankrupt, making the human player the sole winner, Then the main game view is replaced by a modal Victory Screen.","Given the Victory Screen is displayed, When the player views the screen, Then it must display a 'Victory!' message, the player's profile name, Final Net Worth, Game Duration, and Total Turns from the match.","Given the Victory Screen is displayed, When the screen first appears, Then a victory fanfare audio clip plays and celebratory visual effects (e.g., confetti) are rendered.",WI-CORE-011,"All acceptance criteria validated and passing. Integration testing for the bankruptcy-to-victory-screen flow is completed successfully. Performance on recommended hardware is verified. Visual and audio assets are implemented and linked to the theme system."
US-047,EPIC-CORE,"See a game-over screen when I go bankrupt","Human Player","As a human player, I want to be shown a clear 'Game Over' screen immediately after I am declared bankrupt, so that I understand I have lost the game.",Must Have,5,"US-045, US-038, US-048","Given the human player incurs a debt they cannot pay after liquidating all assets, When the system declares them bankrupt, Then the main game view is immediately replaced by a modal 'Game Over' screen.","Given the player is viewing the 'Game Over' screen, When they click the 'View Game Summary' button, Then a high-speed simulation of the remaining AI players' turns begins until a single AI winner is determined.","Given the high-speed AI simulation is running, When the simulation concludes with a single AI winner, Then the game automatically transitions to the final 'Game Summary' screen.",WI-CORE-011,"All acceptance criteria validated and passing. The high-speed AI simulation is verified to complete correctly and without performance degradation. The UI/UX for the 'Game Over' screen and simulation indicator has been reviewed and approved."
US-048,EPIC-CORE,"View a detailed game summary screen after a match ends","Human Player","As a Human Player who has just completed a game, I want to be shown a detailed game summary screen so that I can review the performance of all players and understand the final outcome.",Should Have,5,"US-046, US-047, US-013","Given a game has concluded with a human win, When the Game Summary screen is displayed, Then a 'Victory!' message is shown, the human player is highlighted as the winner, and stats are shown for all players.","Given a game has concluded with a human loss, When the Game Summary screen is displayed, Then a 'Game Over' message is shown, the final winning AI is highlighted, and stats are shown for all players.","Given the Game Summary screen is displayed, When the user reviews the stats, Then the values for 'Final Net Worth', 'Total Rent Collected', and 'Properties Owned' must accurately reflect the final state of the game.",WI-UI-007,"All acceptance criteria validated and passing. Integration testing for the game-end-to-summary-screen flow is completed successfully. The UI is reviewed and approved for all player counts (2-4). The high-speed AI simulation from US-047 correctly leads to this screen."
US-049,EPIC-UI,"View at-a-glance information for all players in the HUD","Player","As a player, I want a persistent on-screen display showing the name, token, and current cash for every player, so that I can instantly assess the financial standing of my opponents and myself.",Must Have,3,"US-009, US-011, US-014","Given a new 4-player game has started, When the main game board scene is loaded, Then a persistent HUD is visible with four panels, each correctly displaying the player's name, token icon, and starting cash of $1500.","Given a game is in progress and it is Player 1's turn, When the player views the game screen, Then Player 1's panel in the HUD has a distinct visual highlight.","Given a player has a cash balance of $1000 displayed in the HUD, When the player passes GO and collects a $200 salary, Then the player's cash display in the HUD immediately updates to show $1200.",WI-UI-003,"All acceptance criteria validated and passing. Integration testing confirms HUD updates from game events. The HUD layout is confirmed to work on all target aspect ratios."
US-050,EPIC-UI,"See clear visual indicators of property ownership on the board","Player","As a player, I want clear, player-specific visual indicators on each property space on the board so that I can instantly understand who owns what, identify monopolies, and make faster strategic decisions.",Must Have,5,"US-030, US-038, US-040, US-047","Given a property on the board is unowned, When a player purchases that property, Then a visual indicator corresponding to the purchasing player's unique color/token immediately appears on the property space.","Given a player owns a property, When the player mortgages that property, Then the ownership indicator's visual state changes to clearly signify it is mortgaged (e.g., becomes greyed-out) while still being identifiable.","Given Player A owns Property X and Player B owns Property Y, When they complete a trade exchanging ownership, Then the marker on Property X immediately updates to Player B's ownership, and the marker on Property Y updates to Player A's ownership.",WI-CORE-003,"All acceptance criteria validated and passing. Integration testing completed for all trigger events (purchase, trade, mortgage, bankruptcy). Performance requirements verified under a fully populated board scenario. Accessibility requirement for non-color-based indicators is met."
US-051,EPIC-UI,"Interact with modal dialogs for critical decisions","Human Player","As a human player, I want the game to pause and display a focused, interactive pop-up for critical decisions, so that I can consciously evaluate my options without the risk of missing important game events.",Must Have,5,"US-030, US-041, US-026","Given I am the human player, When I land on an unowned property, Then the game pauses and a modal dialog is displayed showing the property's info with 'Buy' and 'Auction' buttons.","Given an AI opponent has proposed a trade, When the offer is presented to me, Then the game pauses and a modal dialog displays the offered/requested assets with 'Accept', 'Decline', and 'Propose Counter-Offer' buttons.","Given any critical decision modal dialog is active on screen, When I attempt to click on any UI element outside of the dialog, Then the clicks are ignored, and only interactions inside the modal are registered.",WI-UI-004,"All acceptance criteria validated and passing. A reusable modal dialog prefab and controller have been created. The modal system is successfully integrated for property purchase, trade response, and income tax scenarios. The UI has been reviewed for visual polish and usability."
US-052,EPIC-UI,"Access a dedicated interface to manage all my properties","Human Player","As a human player managing my assets, I want to access a dedicated property management screen so that I can efficiently view my properties and take strategic actions like building or mortgaging from a single interface.",Must Have,5,"US-029, US-033, US-038","Given it is my turn, before I have rolled the dice, When I click the 'Manage Properties' button in the main HUD, Then a dedicated property management screen is displayed, overlaying the main game board.","Given I own a complete, undeveloped monopoly and have sufficient cash, When I select a property from that monopoly and click the 'Build House' button, Then my cash is debited by the correct building cost and the UI updates immediately.","Given I own a monopoly where one property has 1 house and the others have 0, When I select the property that already has 1 house, Then the 'Build House' button for that property is disabled, and a tooltip explains that building must be even.",WI-UI-005,"All acceptance criteria validated and passing. Unit test coverage for UI logic and state validation meets the project standard. Integration tests for all property management actions are implemented and passing. The UI has been reviewed and approved by a UX/UI designer."
US-053,EPIC-UI,"Use a two-panel interface to build and review trade offers","Human Player","As a Human Player, I want a clear, two-panel trading interface that displays my items and the opponent's items side-by-side so that I can easily construct, review, and understand trade offers.",Must Have,8,"US-040, US-041, US-042","Given it is my turn, When I select an AI opponent and choose to 'Trade', Then a modal interface appears with two panels: 'Your Offer' and 'Their Offer', showing available assets for selection.","Given the trading interface is open, When I add my property and cash to 'Your Offer' and add an AI's property to 'Their Offer', Then all selected items appear in their respective panels, and the 'Propose Trade' button becomes enabled.","Given an AI opponent initiates a trade with me, When the offer is presented, Then the same two-panel interface appears, pre-populated with the AI's offer, and displays 'Accept', 'Decline', and 'Propose Counter-Offer' buttons.",WI-UI-006,"All acceptance criteria validated and passing. The trading UI has been manually tested for all scenarios, including error conditions and edge cases. The UI has been reviewed by a UX/UI designer and approved. All UI elements are functional across all supported resolutions."
US-054,EPIC-UI,"Access an in-game settings menu","Player","As a player in the middle of a game, I want to access a settings menu without quitting the match, so that I can adjust game options, save my progress, or exit the game in a controlled manner.",Must Have,5,US-049,"Given a game is in progress and it is my turn, When I press the 'Escape' key, Then a settings menu overlay appears and the game simulation is paused.","Given the settings menu is open, When I press the 'Escape' key again or click the 'Resume Game' button, Then the menu is closed and the game simulation resumes from its exact previous state.","Given the in-game settings menu is open, When I view the menu, Then it must contain distinct, clickable options for 'Resume Game', 'Settings', 'Save Game', 'Load Game', 'Return to Main Menu', and 'Quit to Desktop'.",WI-UI-001,"All acceptance criteria validated and passing. Unit tests for the pause/resume logic are implemented with >80% coverage. Integration testing for opening/closing the menu in various game states is completed successfully. This story is a blocker for numerous other settings-related stories."
US-055,EPIC-UI,"Adjust the game speed to make animations faster or instant","Experienced Player","As an experienced player, I want to change the game speed setting so that I can reduce waiting times for animations and AI decisions, allowing for a faster-paced game.",Should Have,5,"US-054, US-061, US-062","Given I am in a game, When I navigate to the settings menu and select the 'Fast' game speed option, Then all subsequent game animations play at an accelerated rate and AI decision delays are reduced.","Given I am in a game, When I navigate to the settings menu and select the 'Instant' game speed option, Then all subsequent game animations are skipped or rendered almost instantaneously, and AI decisions have no artificial delay.","Given the game speed is set to 'Fast' or 'Instant' and I am involved in a property auction, When the auction begins, Then the game speed is automatically and temporarily set to 'Normal' for the duration of the auction.",WI-UI-001,"All acceptance criteria validated and passing. Manual E2E testing confirms a smooth and consistent experience on all speed settings. The auction override logic is tested and verified. The setting is correctly saved and loaded with a game file."
US-056,EPIC-UI,"Adjust master, music, and sound effect volumes independently","Player","As a player, I want to independently adjust the master, music, and sound effect volume levels so that I can customize the game's audio to my personal preference.",Must Have,3,US-054,"Given I am in the settings menu and background music is playing, When I move the 'Music' volume slider, Then the volume of the background music changes in real-time to match the slider's value.","Given I am in the settings menu, When I move the 'Sound Effects' volume slider, Then a sample sound effect is played at the new volume level, and the new setting is immediately persisted.","Given I have set the Music volume to 30%, When I close the game completely and then relaunch it, Then the game's music volume is at 30% and the slider in the settings menu reflects this saved value.",WI-UI-001,"All acceptance criteria validated and passing. Integration testing confirms UI sliders correctly manipulate the audio mixer. All existing game audio sources have been audited and correctly routed to the Music or SFX channel. Settings persist between sessions."
US-057,EPIC-GSTATE,"Reset all my historical statistics and high scores","Data-Conscious Player","As a Data-Conscious Player, I want an option in the settings menu to permanently delete all my historical gameplay statistics and high scores after a confirmation prompt, so that I can have a clean slate.",Could Have,2,"US-013, US-064, US-054","Given I have existing historical statistics, When I navigate to settings, click 'Reset All Player Data', and click 'Confirm' on the dialog, Then all my historical stats are reset to their default zero state, and my high scores list is empty.","Given I have existing stats, When I click 'Reset All Player Data' and then click 'Cancel' on the confirmation dialog, Then no data is modified or deleted.","Given I am in the settings menu, When I click the 'Reset All Player Data' button, Then a modal confirmation dialog appears with text clearly stating the action is permanent and cannot be undone.",WI-UI-001,"All acceptance criteria validated and passing. Integration testing completed to verify database transaction integrity. The UI for the button and dialog has been reviewed for clarity and usability. The feature works correctly for a profile with no pre-existing data."
US-058,EPIC-UI,"Provide a bulk deletion option for all saved games via the settings menu","System-Conscious Player","As a user who wants to manage my game data, I want an option in the settings menu to delete all my saved games at once, with a confirmation step, so that I can easily clear out old progress.",Could Have,1,"US-054, US-061","Given I have at least one saved game file, When I click 'Delete All Saved Games' in settings and 'Confirm' on the dialog, Then all files within the '%APPDATA%/MonopolyTycoon/saves' directory are permanently deleted.","Given I have opened the deletion confirmation dialog, When I click the 'Cancel' button, Then the dialog closes and no files are deleted.","Given I have no saved game files, When I navigate to the settings menu, Then the 'Delete All Saved Games' button is visibly disabled and cannot be clicked.",WI-UI-001,"All acceptance criteria validated and passing. Error handling for file system exceptions is implemented and verified. The UI for the button and dialog has been reviewed and approved for clarity."
US-059,EPIC-UI,"Start an optional interactive tutorial to learn the game","New Player","As a new player, I want to start an optional, interactive tutorial so that I can learn the basic rules and game controls in a guided, hands-on environment before playing a full game.",Should Have,8,"US-008, US-015, US-030, US-044, US-049","Given the tutorial has started, When it prompts me to roll the dice by highlighting the 'Roll' button, Then all other UI elements are non-interactive, and the dice animate a pre-determined roll result.","Given my token has landed on an unowned property as part of the script, When the purchase dialog appears, Then the tutorial highlights the 'Buy' button with an explanatory overlay, and clicking it deducts the cost and grants ownership.","Given I have completed the final guided action, When the final action is confirmed, Then a 'Tutorial Complete' dialog is displayed with options to 'Start New Game' or 'Return to Main Menu'.","WI-UI-001","All acceptance criteria validated and passing. A full, successful manual end-to-end test of the tutorial has been completed. The tutorial script is data-driven, not hardcoded. The user can exit the tutorial cleanly at any step."
US-060,EPIC-UI,"Access and search a digital rulebook from game menus","Player","As a player, I want to open a searchable digital rulebook from both the main menu and the in-game pause menu so that I can quickly find and clarify specific game rules.",Should Have,5,"US-054, US-008","Given the rulebook UI is open, When I type a keyword (e.g., 'mortgage') into the search bar, Then the list of rules is dynamically filtered to show only entries containing 'mortgage', and the keyword is highlighted.","Given I have opened the rulebook from the in-game pause menu, When I click the 'Close' button or press 'Escape', Then the rulebook UI closes and I am returned to the pause menu, with the game remaining paused.","Given the rulebook's source JSON file is missing or malformed, When I attempt to open the rulebook, Then a user-friendly error message is displayed, the UI does not open, and an ERROR is written to the log file.",WI-UI-001,"All acceptance criteria validated and passing. Performance requirements for search speed and UI loading are verified. Error handling for missing/corrupt data file is confirmed to work. Rulebook content is loaded from an external file."
US-061,EPIC-GSTATE,"Save game progress into one of several save slots","Player","As a player, I want to save my current game progress into a specific save slot at the start of my turn, so that I can safely exit the game and resume playing from the same point at a later time.",Must Have,5,"US-054, WI-CORE-001","Given it is my turn, before I have rolled the dice, When I open the pause menu, select 'Save Game', and click on an 'Empty' save slot, Then the complete current GameState is serialized into a versioned JSON file in '%APPDATA%/MonopolyTycoon/saves'.","Given I am in the 'Save Game' menu and click on a used slot, When a confirmation dialog appears to overwrite the save and I select 'Yes', Then the existing save file is replaced with the new game state data.","Given it is an AI player's turn OR it is my turn but after I have rolled the dice, When I open the pause menu, Then the 'Save Game' button is visually disabled and is not clickable.",WI-GSTATE-001,"All acceptance criteria validated and passing. An E2E test of saving and successfully reloading (using US-062 functionality) has been completed. The save operation performance is confirmed to be under the 2-second threshold. The save file includes a version and checksum."
US-062,EPIC-GSTATE,"Load a game from a previously saved slot","Returning Player","As a returning player, I want to select and load a previously saved game from the main menu, so that I can seamlessly continue my progress without having to start over.",Must Have,5,"US-061, US-063","Given I am on the main menu and have a valid saved game, When I navigate to the 'Load Game' screen, select the valid slot, and confirm, Then the game transitions to the gameplay scene, and the entire game state is perfectly restored.","Given I am on the 'Load Game' screen, When the list of slots is displayed, Then each occupied and valid slot must display the player's profile name, the date and time of the save, and the turn number.","Given a save file has failed its checksum validation, When the 'Load Game' screen is displayed, Then the slot for the corrupted file is marked as 'Corrupted' or 'Unusable' and is disabled.",WI-GSTATE-002,"All acceptance criteria validated and passing. Performance requirement for load time is verified. All error conditions (corruption, incompatibility, no files) are handled gracefully. A full save-load-verify cycle test with a complex game state is completed successfully."
US-063,EPIC-GSTATE,"Visually indicate unusable save files on the load game screen","Returning Player","As a Returning Player, I want to see a clear, visual indication for any save files that are corrupted or incompatible, so that I can understand which games I can no longer play and avoid loading a broken save.",Must Have,5,"US-061, US-062","Given a save file exists whose content does not match its stored checksum, When the player navigates to the 'Load Game' screen, Then the entry for that slot is visually distinct (e.g., greyed out) and clearly labeled as 'Corrupted'.","Given a save slot is marked as 'Corrupted', When the player hovers the mouse cursor over it, Then a tooltip appears with an informative message, such as 'This save file is corrupted and cannot be loaded.'","Given a valid save file exists that was created with an older, incompatible version of the game, When the player navigates to the 'Load Game' screen, Then the entry for that slot is visually distinct and clearly labeled as 'Incompatible Version', and the 'Load' button is disabled.",WI-GSTATE-002,"All acceptance criteria validated and passing. The application remains stable when presented with malformed or invalid save files. Unit tests for checksum validation and version comparison are implemented. The UI is reviewed for clarity."
US-064,EPIC-GSTATE,"View a list of my top 10 victories","Competitive Player","As a competitive player, I want to access a Top 10 High Score screen from the main menu, so that I can review my most successful victories and be motivated to beat my own records.",Should Have,2,"US-011, US-046, US-048","Given the player has won 10 or more games, When they select 'Top Scores' from the main menu, Then a screen is displayed showing a list of exactly 10 entries, sorted by Final Net Worth (descending).","Given the player has won 4 games, When they navigate to the 'Top Scores' screen, Then the list displays exactly 4 entries, sorted correctly.","Given the database contains two victories with the exact same Final Net Worth, but one was achieved in fewer turns, When the player views the 'Top Scores' screen, Then the victory with fewer turns is ranked higher.",WI-GSTATE-003; WI-GSTATE-004,"All acceptance criteria validated and passing. Performance requirement of <500ms load time is verified. The feature is successfully tested against an empty, partially full, and full database. Sorting logic for primary and secondary keys is verified."
US-065,EPIC-GSTATE,"Export my top score history to a text file","Competitive Player","As a competitive player, I want to export my Top 10 High Scores list to a simple, human-readable text file, so that I can easily share my achievements or keep a personal record.",Could Have,1,US-064,"Given I am on the 'Top Score History' screen with scores listed, When I click 'Export to Text' and select a location in the Windows 'Save As' dialog, Then a '.txt' file is created at the specified location.","Given a high score file has been successfully exported, When I open the file, Then it contains a clear header, each score entry is on a new line, and all data fields (Rank, Name, Net Worth, etc.) match the in-game UI.","Given the high score list is empty, When I view the 'Top Score History' screen, Then the 'Export to Text' button is visibly disabled.",WI-GSTATE-003; WI-GSTATE-004,"All acceptance criteria validated and passing. Manual E2E testing of all scenarios (success, cancel, error, empty list) is completed. The exported file format is verified for readability and accuracy."
US-066,EPIC-UI,"Change the game's visual and audio theme","Player","As a player, I want to select and apply different visual and audio themes for the game, so that I can customize my experience and keep the game feeling fresh.",Could Have,8,US-054,"Given I am on the main menu, When I navigate to Settings, select the 'Futuristic' theme, and confirm, Then the main menu's UI skin, background visuals, and music immediately change to the 'Futuristic' theme assets.","Given I am in an active game, When I pause, navigate to Settings, select the 'Futuristic' theme, and resume, Then all in-game assets (board, tokens, UI, music, SFX) are updated to the new theme.","Given I have selected the 'Futuristic' theme and closed the application, When I launch the game again, Then the game starts up with the 'Futuristic' theme already active.",WI-UI-001,"All acceptance criteria validated and passing. Manual QA has verified both themes are free of visual or audio defects across all game screens and states. Performance requirements for theme switching and memory management are met. The player's theme choice persists correctly."
US-067,EPIC-INFRA,"Be notified of available game updates on startup","Game Player","As a Game Player, I want to be notified in a non-intrusive way when a new version of the game is available upon startup, so that I can easily access the latest features and bug fixes.",Could Have,2,"","Given I have an older version of the game and an active internet connection, When I launch the application, Then the game performs a version check asynchronously, and a non-intrusive notification is displayed on the main menu indicating an update is available.","Given the update notification is displayed, When I click the call-to-action element, Then my default web browser opens to the game's official download page.","Given I do not have an active internet connection or the version-check endpoint is unreachable, When I launch the application, Then the version check fails silently in the background, no error message is displayed, and the game loads normally.",WI-INFRA-001,"All acceptance criteria validated and passing. Integration testing for network success/failure paths completed successfully using a proxy tool. The UI notification is reviewed for non-intrusiveness. The check is performed over HTTPS."
US-068,EPIC-UI,"View the game's data privacy statement","Privacy-Conscious User","As a privacy-conscious user, I want to access and read a clear data privacy statement from the main menu, so that I can understand what data the game collects and confirm that it operates entirely offline.",Should Have,1,US-008,"Given I am on the main menu screen, When I click the 'Privacy Policy' button, Then a modal view appears, displaying the game's data privacy statement.","Given the privacy statement view is open, When I read the content, Then the text explicitly confirms that the application operates entirely offline and all user data is stored exclusively on the local machine.","Given the privacy statement view is open, When I click the 'Close' or 'Back' button, Then the view is dismissed, and the main menu becomes interactive again.",WI-UI-001,"All acceptance criteria validated and passing. The final, approved privacy statement text is implemented and sourced from a resource file. The UI is accessible via keyboard/controller and scales correctly on all supported aspect ratios."
